name,birthcity,birthstate,countryName,LAT,LON,birthyear,gender,occupation,industry,domain
John Wayne,Winterset,IA,United States,41.335833,-94.013889,1907,Male,Actor,Film And Theatre,Arts
Ralph Waldo Emerson,Boston,MA,United States,42.358056,-71.063611,1803,Male,Writer,Language,Humanities
Jefferson Davis,Fairview,KY,United States,36.843333,-87.303889,1808,Male,Politician,Government,Institutions
James Watt,Greenock,NA,United Kingdom,55.94957,-4.76415,1736,Male,Inventor,Invention,Science & Technology
John Locke,Wrington,NA,United Kingdom,51.3617,-2.7606,1632,Male,Philosopher,Philosophy,Humanities
John James Richard Macleod,Clunie,NA,United Kingdom,56.577645,-3.451953,1876,Male,Chemist,Natural Sciences,Science & Technology
John Roberts,Buffalo,NY,United States,42.904722,-78.849444,1955,Male,Judge,Government,Institutions
John Dewey,Burlington,VT,United States,44.475833,-73.211944,1859,Male,Psychologist,Social Sciences,Science & Technology
Jackie Robinson,Cairo,GA,United States,30.883333,-84.216667,1919,Male,Baseball Player,Team Sports,Sports
John Milton,Cheapside,NA,United Kingdom,51.5141,-0.0937,1608,Male,Writer,Language,Humanities
Jeffrey Dahmer,West Allis,WI,United States,43.008056,-88.018333,1960,Male,Extremist,Outlaws,Public Figure
Jim Henson,Greenville,MS,United States,33.398611,-91.048333,1936,Male,Film Director,Film And Theatre,Arts
Janis Joplin,Port Arthur,TX,United States,29.885,-93.94,1943,Female,Singer,Music,Arts
James Stewart,Indiana,PA,United States,40.616667,-79.15,1908,Male,Actor,Film And Theatre,Arts
Edgar Rice Burroughs,Chicago,IL,United States,41.836944,-87.684722,1875,Male,Writer,Language,Humanities
Francis Fukuyama,Chicago,IL,United States,41.8,-87.59,1952,Male,Political Scientist,Social Sciences,Science & Technology
Jackson Pollock,Cody,WY,United States,44.523333,-109.057222,1912,Male,Painter,Fine Arts,Arts
Chad Michael Murray,Buffalo,NY,United States,42.904722,-78.849444,1981,Male,Actor,Film And Theatre,Arts
John Dowland,London,NA,United Kingdom,51.507222,-0.1275,1563,Male,Musician,Music,Arts
Joseph McCarthy,Grand Chute,WI,United States,44.281667,-88.438056,1908,Male,Politician,Government,Institutions
Samuel Morse,Boston,MA,United States,42.375278,-71.064444,1791,Male,Inventor,Invention,Science & Technology
Hugh Hefner,Chicago,IL,United States,41.836944,-87.684722,1926,Male,Businessperson,Business,Business & Law
Jack Ruby,Chicago,IL,United States,41.836944,-87.684722,1911,Male,Mafioso,Outlaws,Public Figure
James D. Watson,Chicago,IL,United States,41.836944,-87.684722,1928,Male,Biologist,Natural Sciences,Science & Technology
Mae West,New York,NY,United States,40.694167,-73.918611,1893,Female,Actor,Film And Theatre,Arts
Ursula K. Le Guin,San Francisco-Bay Area,CA,United States,37.871667,-122.272778,1929,Female,Writer,Language,Humanities
Jerome K. Jerome,Walsall,NA,United Kingdom,52.58,-1.98,1859,Male,Writer,Language,Humanities
John Keats,Moorgate,NA,United Kingdom,51.517943,-0.088491,1795,Male,Writer,Language,Humanities
John Wycliffe,Hipswell,NA,United Kingdom,54.38,-1.719,1328,Male,Philosopher,Philosophy,Humanities
John Pople,Burnham-on-Sea,NA,United Kingdom,51.2376,-2.9935,1925,Male,Chemist,Natural Sciences,Science & Technology
Jennifer Connelly,Cairo,NY,United States,42.302222,-73.995556,1970,Female,Actor,Film And Theatre,Arts
Steve Vai,Long Island,NY,United States,40.7525,-73.610278,1960,Male,Musician,Music,Arts
Joseph Lister,West Ham,NA,United Kingdom,NA,NA,1827,Male,Physician,Medicine,Science & Technology
James Lovelock,Letchworth,NA,United Kingdom,51.978,-0.23,1919,Male,Geographer,Social Sciences,Science & Technology
John of England,Oxford,NA,United Kingdom,51.755,-1.2627,1166,Male,Politician,Government,Institutions
Julia Roberts,Smyrna,GA,United States,33.871944,-84.518333,1967,Female,Actor,Film And Theatre,Arts
John Carpenter,Carthage,NY,United States,43.981111,-75.606944,1948,Male,Film Director,Film And Theatre,Arts
Kurt Cobain,Aberdeen,WA,United States,46.975833,-123.818611,1967,Male,Singer,Music,Arts
Mike Dirnt,San Francisco-Bay Area,CA,United States,37.871667,-122.272778,1972,Male,Musician,Music,Arts
Kyle MacLachlan,Yakima,WA,United States,46.6,-120.5,1959,Male,Actor,Film And Theatre,Arts
Kevin Spacey,South Orange,NJ,United States,40.748811,-74.261513,1959,Male,Actor,Film And Theatre,Arts
James Heckman,Chicago,IL,United States,41.836944,-87.684722,1944,Male,Economist,Social Sciences,Science & Technology
Kevin Bacon,Philadelphia,PA,United States,39.95,-75.166667,1958,Male,Actor,Film And Theatre,Arts
Kurt Vonnegut,Indianapolis,IN,United States,39.791,-86.148,1922,Male,Writer,Language,Humanities
Ken Loach,Nuneaton,NA,United Kingdom,52.523,-1.4683,1936,Male,Film Director,Film And Theatre,Arts
L. Frank Baum,Chittenango,NY,United States,43.045833,-75.873889,1856,Male,Writer,Language,Humanities
Kenny Dalglish,Glasgow,NA,United Kingdom,55.858,-4.259,1951,Male,Soccer Player,Team Sports,Sports
Keith Moon,Wembley,NA,United Kingdom,51.556,-0.3042,1946,Male,Musician,Music,Arts
Kary Mullis,Lenoir,NC,United States,35.908333,-81.53,1944,Male,Chemist,Natural Sciences,Science & Technology
Kelsey Grammer,Saint Thomas,#N/A,United States,NA,NA,1955,Male,Actor,Film And Theatre,Arts
Kingsley Amis,Clapham,NA,United Kingdom,51.46323,-0.13394,1922,Male,Writer,Language,Humanities
Ken Kesey,La Junta,CO,United States,37.981389,-103.5475,1935,Male,Writer,Language,Humanities
Kenneth I of Scotland,Inner Hebrides,NA,United Kingdom,55.95,-3.183333,810,Male,Politician,Government,Institutions
Kate Bush,Welling,NA,United Kingdom,51.4594,0.1097,1958,Female,Singer,Music,Arts
Kirsten Dunst,Point Pleasant,NJ,United States,40.077328,-74.070068,1982,Female,Actor,Film And Theatre,Arts
Ben Affleck,San Francisco-Bay Area,CA,United States,37.871667,-122.272778,1972,Male,Actor,Film And Theatre,Arts
Laura Bush,Midland,TX,United States,32,-102.1,1946,Female,Companion,Companions,Public Figure
Lee Harvey Oswald,New Orleans,LA,United States,29.95,-90.066667,1939,Male,Extremist,Outlaws,Public Figure
L. Ron Hubbard,Tilden,NE,United States,42.045278,-97.833611,1911,Male,Writer,Language,Humanities
Elihu Root,Clinton,NY,United States,43.048889,-75.380278,1845,Male,Politician,Government,Institutions
Louisa May Alcott,Philadelphia,PA,United States,40.043611,-75.181944,1832,Female,Writer,Language,Humanities
John Belushi,Chicago,IL,United States,NA,NA,1949,Male,Actor,Film And Theatre,Arts
Rosie O'Donnell,Long Island,NY,United States,40.845,-73.283333,1962,Female,Actor,Film And Theatre,Arts
Louis Armstrong,New Orleans,LA,United States,29.95,-90.066667,1901,Male,Musician,Music,Arts
John William Strutt,Maldon,NA,United Kingdom,51.7318,0.6758,1842,Male,Physicist,Natural Sciences,Science & Technology
David Petraeus,Lower Hudson Valley,NY,United States,41.442589,-74.013898,1952,Male,Military Personnel,Military,Institutions
Ian Fraser Kilmister,Burslem,NA,United Kingdom,53.042621,-2.187889,1945,Male,Musician,Music,Arts
Lee Van Cleef,Somerville,NJ,United States,40.56975,-74.607682,1925,Male,Actor,Film And Theatre,Arts
Matt Groening,Portland,OR,United States,45.52,-122.681944,1954,Male,Comic Artist,Design,Arts
Julius Erving,Long Island,NY,United States,40.679167,-73.585556,1950,Male,Basketball Player,Team Sports,Sports
Leonard Bloomfield,Chicago,IL,United States,41.836944,-87.684722,1887,Male,Linguist,Language,Humanities
Rebecca Romijn,San Francisco-Bay Area,CA,United States,37.871667,-122.272778,1972,Female,Actor,Film And Theatre,Arts
Tom Kenny,Syracuse,NY,United States,43.064444,-76.070278,1962,Male,Actor,Film And Theatre,Arts
Philip Seymour Hoffman,Rochester,NY,United States,43.099444,-77.443056,1967,Male,Actor,Film And Theatre,Arts
Mr. T,Chicago,IL,United States,41.836944,-87.684722,1952,Male,Actor,Film And Theatre,Arts
Margaret Mead,Philadelphia,PA,United States,39.95,-75.166667,1901,Female,Anthropologist,Social Sciences,Science & Technology
Michael Palin,Ranmoor,NA,United Kingdom,53.372,-1.525,1943,Male,Actor,Film And Theatre,Arts
William H. Seward,Florida,NY,United States,41.333333,-74.366667,1801,Male,Politician,Government,Institutions
Nancy Reagan,New York,NY,United States,40.76583,-73.833084,1921,Female,Actor,Film And Theatre,Arts
Michael Ventris,Wheathampstead,NA,United Kingdom,51.812,-0.293,1922,Male,Architect,Design,Arts
Michael Faraday,Newington Butts,NA,United Kingdom,51.4919,-0.1029,1791,Male,Physicist,Natural Sciences,Science & Technology
David Schwimmer,New York,NY,United States,40.76583,-73.833084,1966,Male,Actor,Film And Theatre,Arts
Margaret Thatcher,Grantham,NA,United Kingdom,52.918,-0.638,1925,Female,Politician,Government,Institutions
Mary Wollstonecraft,Spitalfields,NA,United Kingdom,51.5166,-0.075,1759,Female,Writer,Language,Humanities
Marlon Brando,Omaha,NE,United States,41.25,-96,1924,Male,Actor,Film And Theatre,Arts
Nicole Richie,San Francisco-Bay Area,CA,United States,37.871667,-122.272778,1981,Female,Celebrity,Media Personality,Public Figure
Mike Oldfield,Reading,NA,United Kingdom,51.454167,-0.973056,1953,Male,Musician,Music,Arts
"Martin Luther King, Jr.",Atlanta,GA,United States,33.755,-84.39,1929,Male,Social Activist,Activism,Public Figure
Miranda Richardson,Southport,NA,United Kingdom,53.6454,-3.0083,1958,Female,Actor,Film And Theatre,Arts
Jon Favreau,New York,NY,United States,40.76583,-73.833084,1966,Male,Actor,Film And Theatre,Arts
Hank Azaria,New York,NY,United States,40.716111,-73.85,1964,Male,Actor,Film And Theatre,Arts
Mary Cassatt,Allegheny,PA,United States,40.441667,-80,1844,Female,Artist,Fine Arts,Arts
Michael Mann,Chicago,IL,United States,41.836944,-87.684722,1943,Male,Film Director,Film And Theatre,Arts
Martin Gardner,Tulsa,OK,United States,36.131389,-95.937222,1914,Male,Writer,Language,Humanities
David Caruso,New York,NY,United States,40.715833,-73.860833,1956,Male,Actor,Film And Theatre,Arts
Telly Savalas,Long Island,NY,United States,40.726944,-73.649722,1922,Male,Actor,Film And Theatre,Arts
Morgan Freeman,Memphis,TN,United States,35.117365,-89.971068,1937,Male,Actor,Film And Theatre,Arts
Mary I of Scotland,West Lothian,NA,United Kingdom,55.9785,-3.601111,1542,Female,Politician,Government,Institutions
Macbeth of Scotland,Scotland,NA,United Kingdom,55.95,-3.183333,1005,Male,Politician,Government,Institutions
Michael Atiyah,Hampstead,NA,United Kingdom,51.5541,-0.1744,1929,Male,Mathematician,Math,Science & Technology
Mary II of England,London,NA,United Kingdom,51.504722,-0.1375,1662,Female,Politician,Government,Institutions
Mary I of England,London,NA,United Kingdom,51.482222,-0.006667,1516,Female,Politician,Government,Institutions
Michael Crichton,Chicago,IL,United States,41.836944,-87.684722,1942,Male,Writer,Language,Humanities
Malcolm X,Omaha,NE,United States,41.316667,-95.983333,1925,Male,Social Activist,Activism,Public Figure
Margaret Mitchell,Atlanta,GA,United States,33.755,-84.39,1900,Female,Writer,Language,Humanities
Malcolm III of Scotland,Scotland,NA,United Kingdom,55.95,-3.183333,1031,Male,Politician,Government,Institutions
Meat Loaf,Dallas,TX,United States,32.775833,-96.796667,1947,Male,Singer,Music,Arts
Candice Bergen,Los Angeles,CA,United States,34.073056,-118.399444,1946,Female,Actor,Film And Theatre,Arts
Kristanna Loken,Ghent,NY,United States,42.329167,-73.615556,1979,Female,Actor,Film And Theatre,Arts
Neil Armstrong,Auglaize County,OH,United States,40.56,-84.22,1930,Male,Astronaut,Explorers,Exploration
Neville Chamberlain,Birmingham,NA,United Kingdom,52.483056,-1.893611,1869,Male,Politician,Government,Institutions
Nicole Kidman,Honolulu,HI,United States,21.3,-157.816667,1967,Female,Actor,Film And Theatre,Arts
Noam Chomsky,Philadelphia,PA,United States,40.05253,-75.128268,1928,Male,Linguist,Language,Humanities
Noah Webster,West Hartford,CT,United States,41.767778,-72.753889,1758,Male,Linguist,Language,Humanities
Sir Norman Foster,Reddish,NA,United Kingdom,53.4383,-2.1613,1935,Male,Architect,Design,Arts
Nancy Sinatra,Jersey City,NJ,United States,40.714,-74.071,1940,Female,Singer,Music,Arts
Tori Amos,Boston,MA,United States,35.665,-81.224444,1963,Female,Singer,Music,Arts
Neil Gaiman,Portchester,NA,United Kingdom,50.842,-1.12,1960,Male,Writer,Language,Humanities
Orson Welles,Kenosha,WI,United States,42.582222,-87.845556,1915,Male,Actor,Film And Theatre,Arts
Oliver Cromwell,Huntingdon,NA,United Kingdom,52.3364,-0.1717,1599,Male,Politician,Government,Institutions
Oliver Heaviside,Camden Town,NA,United Kingdom,51.541,-0.1433,1850,Male,Engineer,Engineering,Science & Technology
Paul Cohen,Long Branch,NJ,United States,40.295372,-73.989899,1934,Male,Mathematician,Math,Science & Technology
Patti Smith,Chicago,IL,United States,41.836944,-87.684722,1946,Female,Singer,Music,Arts
Philip K. Dick,Chicago,IL,United States,41.836944,-87.684722,1928,Male,Writer,Language,Humanities
Paul Robeson,Princeton,NJ,United States,40.357115,-74.670165,1898,Male,Singer,Music,Arts
Carrie Fisher,Los Angeles,CA,United States,34.073056,-118.399444,1956,Female,Actor,Film And Theatre,Arts
Paul Allen,Seattle,WA,United States,47.609722,-122.333056,1953,Male,Businessperson,Business,Business & Law
Poul Anderson,Bristol,PA,United States,40.103333,-74.851389,1926,Male,Writer,Language,Humanities
Thomas Pynchon,Long Island,NY,United States,40.867222,-73.627778,1937,Male,Writer,Language,Humanities
Pope Adrian IV,Abbots Langley,NA,United Kingdom,51.701,-0.416,1100,Male,Religious Figure,Religion,Institutions
Patrick White,Knightsbridge,NA,United Kingdom,51.4999,-0.1621,1912,Male,Writer,Language,Humanities
Walter Gilbert,Boston,MA,United States,42.358056,-71.063611,1932,Male,Chemist,Natural Sciences,Science & Technology
Pope Boniface II,Rome,GA,United States,34.26,-85.185,470,Male,Religious Figure,Religion,Institutions
"Diana, Princess of Wales",Sandringham,NA,United Kingdom,52.82737,0.51437,1961,Female,Nobleman,Government,Institutions
Peter Sellers,Portsmouth,NA,United Kingdom,50.785,-1.07,1925,Male,Actor,Film And Theatre,Arts
Philip Glass,Baltimore,MD,United States,39.283333,-76.616667,1937,Male,Composer,Music,Arts
Paul Dirac,Bristol,NA,United Kingdom,51.45,-2.583333,1902,Male,Physicist,Natural Sciences,Science & Technology
Paul Auster,Newark,NJ,United States,40.72422,-74.172574,1947,Male,Writer,Language,Humanities
Peggy Lee,Jamestown,ND,United States,46.905556,-98.703056,1920,Female,Musician,Music,Arts
Quentin Tarantino,Knoxville,TN,United States,35.972778,-83.942222,1963,Male,Film Director,Film And Theatre,Arts
Robert A. Heinlein,Butler,MO,United States,38.258611,-94.335,1907,Male,Writer,Language,Humanities
Robert Byrd,North Wilkesboro,NC,United States,36.170833,-81.141944,1917,Male,Politician,Government,Institutions
Rush Limbaugh,Cape Girardeau,MO,United States,37.309167,-89.546389,1951,Male,Presenter,Media Personality,Public Figure
Raymond Chandler,Chicago,IL,United States,41.836944,-87.684722,1888,Male,Writer,Language,Humanities
Richard Chamberlain,Los Angeles,CA,United States,34.073056,-118.399444,1934,Male,Actor,Film And Theatre,Arts
Ridley Scott,South Shields,NA,United Kingdom,54.992,-1.429,1937,Male,Film Director,Film And Theatre,Arts
Ashanti,Long Island,NY,United States,40.867222,-73.627778,1980,Female,Singer,Music,Arts
Robert Rodriguez,San Antonio,TX,United States,29.416667,-98.5,1968,Male,Film Director,Film And Theatre,Arts
Robert Falcon Scott,Plymouth,NA,United Kingdom,50.371389,-4.142222,1868,Male,Explorer,Explorers,Exploration
Herbie Hancock,Chicago,IL,United States,41.836944,-87.684722,1940,Male,Musician,Music,Arts
Ralph Nader,Winsted,CT,United States,41.921111,-73.06,1934,Male,Politician,Government,Institutions
Gillian Anderson,Chicago,IL,United States,41.836944,-87.684722,1968,Female,Actor,Film And Theatre,Arts
Robert E. Lee,Stratford Hall,VA,United States,38.151667,-76.839722,1807,Male,Military Personnel,Military,Institutions
Robert Noyce,Burlington,IA,United States,40.808056,-91.115833,1927,Male,Inventor,Invention,Science & Technology
Richard Smalley,Akron,OH,United States,41.073056,-81.517778,1943,Male,Chemist,Natural Sciences,Science & Technology
Robert Curl,Alice,TX,United States,27.750556,-98.070556,1933,Male,Chemist,Natural Sciences,Science & Technology
Ringo Starr,Liverpool,NA,United Kingdom,53.4,-3,1940,Male,Musician,Music,Arts
Roger Bacon,Ilchester,NA,United Kingdom,51.0011,-2.6825,1214,Male,Philosopher,Philosophy,Humanities
Robert Fripp,Wimborne Minster,NA,United Kingdom,50.804,-1.978,1946,Male,Musician,Music,Arts
Chuck Schuldiner,Long Island,NY,United States,40.867222,-73.627778,1967,Male,Musician,Music,Arts
Logan Lerman,Los Angeles,CA,United States,34.073056,-118.399444,1992,Male,Actor,Film And Theatre,Arts
Edward C. Prescott,Glens Falls,NY,United States,43.312222,-73.648333,1940,Male,Economist,Social Sciences,Science & Technology
Robert Johnson,Hazlehurst,MS,United States,31.865,-90.391389,1911,Male,Musician,Music,Arts
Robert E. Howard,Peaster,TX,United States,32.871944,-97.866667,1906,Male,Writer,Language,Humanities
Robert Fulton,Little Britain Township,PA,United States,39.741667,-76.126389,1765,Male,Inventor,Invention,Science & Technology
Harrison Ford,Chicago,IL,United States,41.836944,-87.684722,1942,Male,Actor,Film And Theatre,Arts
Roger Penrose,Colchester,NA,United Kingdom,51.8917,0.903,1931,Male,Physicist,Natural Sciences,Science & Technology
Michael Bloomberg,Boston,MA,United States,NA,NA,1942,Male,Politician,Government,Institutions
Robin Wright,Dallas,TX,United States,32.775833,-96.796667,1966,Female,Actor,Film And Theatre,Arts
Christopher Lambert,Long Island,NY,United States,40.787222,-73.727222,1957,Male,Actor,Film And Theatre,Arts
Richard III of England,Northampton,NA,United Kingdom,52.52455,-0.43757,1452,Male,Politician,Government,Institutions
Ronald Coase,Willesden,NA,United Kingdom,51.5468,-0.2295,1910,Male,Economist,Social Sciences,Science & Technology
Richard I of England,Oxford,NA,United Kingdom,51.755,-1.2627,1157,Male,Politician,Government,Institutions
Robert Jordan,Charleston,SC,United States,32.783333,-79.933333,1948,Male,Writer,Language,Humanities
Robert Louis Stevenson,Edinburgh,NA,United Kingdom,55.953056,-3.188889,1850,Male,Writer,Language,Humanities
